downtime_id,batch_id,machine_id,production_date,start_ts,end_ts,duration_minutes,reported_duration_minutes,reported_reason_code,reported_reason_label,true_reason_code,true_reason_label,was_logged
D4360f7510fa7-0,B4360f7510fa7,1,2022-01-15,2022-01-15 09:37:14.321732179,2022-01-15 09:38:42.977190902,1.48,1.48,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D4360f7510fa7-1,B4360f7510fa7,1,2022-01-15,2022-01-15 09:38:42.977190902,2022-01-15 09:41:42.977190902,3.0,5.0,01,Changeover / SMED,01,Changeover / SMED,True
De6430541cd55-0,Be6430541cd55,1,2022-01-15,2022-01-15 10:06:31.184477277,2022-01-15 10:07:06.802606751,0.59,0.59,06,Micro-stop (never logged),06,Micro-stop (never logged),False
De6430541cd55-1,Be6430541cd55,1,2022-01-15,2022-01-15 10:07:06.802606751,2022-01-15 10:16:27.319415542,9.34,10.0,01,Changeover / SMED,01,Changeover / SMED,True
D4cb0230a15bd-0,B4cb0230a15bd,1,2022-01-17,2022-01-17 02:00:00.000000000,2022-01-17 02:00:18.000000000,0.3,0.3,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D4cb0230a15bd-1,B4cb0230a15bd,1,2022-01-17,2022-01-17 02:00:18.000000000,2022-01-17 02:00:46.605562243,0.48,0.48,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D4cb0230a15bd-2,B4cb0230a15bd,1,2022-01-17,2022-01-17 02:00:46.605562243,2022-01-17 02:02:27.240510136,1.68,1.68,06,Micro-stop (never logged),06,Micro-stop (never logged),False
Dcc5487d3633c-0,Bcc5487d3633c,1,2022-01-17,2022-01-17 03:12:56.470588235,2022-01-17 03:19:51.673520062,6.92,5.0,99,Other,01,Changeover / SMED,True
Dc189d09da8af-0,Bc189d09da8af,1,2022-01-17,2022-01-17 03:24:12.198579563,2022-01-17 03:25:20.749289876,1.14,1.14,06,Micro-stop (never logged),06,Micro-stop (never logged),False
Dc189d09da8af-1,Bc189d09da8af,1,2022-01-17,2022-01-17 03:25:20.749289876,2022-01-17 03:28:20.749289876,3.0,5.0,01,Changeover / SMED,01,Changeover / SMED,True
Dfeb269a29ff1-0,Bfeb269a29ff1,1,2022-01-17,2022-01-17 03:39:06.316226622,2022-01-17 03:46:27.252965356,7.35,5.0,99,Other,01,Changeover / SMED,True
Dfeb269a29ff1-1,Bfeb269a29ff1,1,2022-01-17,2022-01-17 03:46:27.252965356,2022-01-17 03:48:11.137147482,1.73,1.73,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D5f8ab751baf0-0,B5f8ab751baf0,1,2022-01-17,2022-01-17 03:51:39.257403092,2022-01-17 04:01:58.043535276,10.31,10.0,01,Changeover / SMED,01,Changeover / SMED,True
D685b56d50264-0,B685b56d50264,1,2022-01-17,2022-01-17 04:43:45.823191247,2022-01-17 04:46:45.823191247,3.0,5.0,01,Changeover / SMED,01,Changeover / SMED,True
D7fa9bf8ff6fd-0,B7fa9bf8ff6fd,2,2022-01-17,2022-01-17 02:02:07.450980392,2022-01-17 02:04:04.118187184,1.94,1.94,01,Changeover / SMED,01,Changeover / SMED,False
D2c4757bc76a5-0,B2c4757bc76a5,1,2022-01-17,2022-01-17 05:00:03.643220508,2022-01-17 05:05:58.444428241,5.91,5.0,99,Other,01,Changeover / SMED,True
Da82e70ff7fe4-0,Ba82e70ff7fe4,2,2022-01-17,2022-01-17 02:04:24.706517795,2022-01-17 02:05:38.039964297,1.22,1.22,01,Changeover / SMED,01,Changeover / SMED,False
Df79985f75b83-0,Bf79985f75b83,1,2022-01-17,2022-01-17 05:15:57.404035179,2022-01-17 05:24:34.317631209,8.62,10.0,01,Changeover / SMED,01,Changeover / SMED,True
D78caafcd4eda-0,B78caafcd4eda,1,2022-01-18,2022-01-18 02:00:00.000000000,2022-01-18 02:01:19.491502378,1.32,1.32,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D78caafcd4eda-1,B78caafcd4eda,1,2022-01-18,2022-01-18 02:01:19.491502378,2022-01-18 02:02:33.560973827,1.23,1.23,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D2430d5267570-0,B2430d5267570,1,2022-01-18,2022-01-18 02:58:02.352941176,2022-01-18 02:58:37.800416583,0.59,0.59,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D2430d5267570-1,B2430d5267570,1,2022-01-18,2022-01-18 02:58:37.800416583,2022-01-18 03:10:02.352941175,11.41,10.0,01,Changeover / SMED,01,Changeover / SMED,True
D80b0ee5c636d-0,B80b0ee5c636d,1,2022-01-18,2022-01-18 03:12:09.411764705,2022-01-18 03:22:49.411764705,10.67,10.0,01,Changeover / SMED,01,Changeover / SMED,True
D942b28ca6c23-0,B942b28ca6c23,2,2022-01-18,2022-01-18 02:03:25.882352941,2022-01-18 02:06:09.216442450,2.72,2.72,01,Changeover / SMED,01,Changeover / SMED,False
D3b7cfb5d545b-0,B3b7cfb5d545b,1,2022-01-18,2022-01-18 03:24:42.352941176,2022-01-18 03:31:45.960610300,7.06,5.0,01,Changeover / SMED,01,Changeover / SMED,True
Dba02475006c5-0,Bba02475006c5,1,2022-01-18,2022-01-18 03:42:35.333857681,2022-01-18 03:50:44.477982940,8.15,8.15,01,Changeover / SMED,01,Changeover / SMED,True
Dea8af060d215-0,Bea8af060d215,1,2022-01-18,2022-01-18 04:16:03.176994935,2022-01-18 04:21:49.527658007,5.77,5.0,99,Other,01,Changeover / SMED,True
D1600a69cfaf4-0,B1600a69cfaf4,1,2022-01-18,2022-01-18 04:40:06.207358699,2022-01-18 04:41:18.704836529,1.21,1.21,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D1600a69cfaf4-1,B1600a69cfaf4,1,2022-01-18,2022-01-18 04:41:18.704836529,2022-01-18 04:53:02.859660063,11.74,11.74,01,Changeover / SMED,01,Changeover / SMED,True
D5d058c41f66d-0,B5d058c41f66d,1,2022-01-20,2022-01-20 02:00:00.000000000,2022-01-20 02:01:31.135267720,1.52,1.52,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D395fdf095a30-0,B395fdf095a30,1,2022-01-20,2022-01-20 03:04:18.823529411,2022-01-20 03:05:51.215610183,1.54,1.54,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D395fdf095a30-1,B395fdf095a30,1,2022-01-20,2022-01-20 03:05:51.215610183,2022-01-20 03:19:33.159240022,13.7,13.7,99,Other,01,Changeover / SMED,True
D52c85fa74559-0,B52c85fa74559,1,2022-01-20,2022-01-20 03:22:21.176470588,2022-01-20 03:32:38.648283668,10.29,10.29,01,Changeover / SMED,01,Changeover / SMED,True
D52c85fa74559-1,B52c85fa74559,1,2022-01-20,2022-01-20 03:32:38.648283668,2022-01-20 03:34:04.156670705,1.43,1.43,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D4ea98b8fedd7-0,B4ea98b8fedd7,1,2022-01-20,2022-01-20 03:38:02.352941176,2022-01-20 03:47:45.457863219,9.72,9.72,01,Changeover / SMED,01,Changeover / SMED,True
D240e2330c4ed-0,B240e2330c4ed,2,2022-01-20,2022-01-20 02:05:15.687736027,2022-01-20 02:07:45.687736027,2.5,2.5,01,Changeover / SMED,01,Changeover / SMED,False
D6eabe1c2dc29-0,B6eabe1c2dc29,2,2022-01-20,2022-01-20 02:08:12.158324262,2022-01-20 02:10:02.158494015,1.83,1.83,01,Changeover / SMED,01,Changeover / SMED,False
D780b5f2af3a4-0,B780b5f2af3a4,1,2022-01-20,2022-01-20 03:53:05.882352941,2022-01-20 03:57:08.994221555,4.05,4.05,01,Changeover / SMED,01,Changeover / SMED,True
D780b5f2af3a4-1,B780b5f2af3a4,1,2022-01-20,2022-01-20 03:57:08.994221555,2022-01-20 03:58:46.762791835,1.63,1.63,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D963efe47c33c-0,B963efe47c33c,2,2022-01-20,2022-01-20 02:10:21.570288678,2022-01-20 02:12:02.681711861,1.69,1.69,01,Changeover / SMED,01,Changeover / SMED,False
D34b57a9ab616-0,B34b57a9ab616,2,2022-01-20,2022-01-20 02:12:20.524904187,2022-01-20 02:13:46.080591772,1.43,1.43,01,Changeover / SMED,01,Changeover / SMED,False
Dcc06eb342dec-0,Bcc06eb342dec,2,2022-01-20,2022-01-20 02:14:01.178654289,2022-01-20 02:15:14.512100791,1.22,1.22,01,Changeover / SMED,01,Changeover / SMED,False
D54052565e88d-0,B54052565e88d,1,2022-01-20,2022-01-20 04:08:59.643167611,2022-01-20 04:11:59.643167611,3.0,3.0,99,Other,01,Changeover / SMED,True
Daf954f058b56-0,Baf954f058b56,1,2022-01-20,2022-01-20 04:33:02.673531375,2022-01-20 04:33:53.540791058,0.85,0.85,06,Micro-stop (never logged),06,Micro-stop (never logged),False
Daf954f058b56-1,Baf954f058b56,1,2022-01-20,2022-01-20 04:33:53.540791058,2022-01-20 04:40:02.389847489,6.15,5.0,99,Other,01,Changeover / SMED,True
D3a8864d597fb-0,B3a8864d597fb,1,2022-01-21,2022-01-21 02:00:00.000000000,2022-01-21 02:02:10.928977205,2.18,2.18,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D3a8864d597fb-1,B3a8864d597fb,1,2022-01-21,2022-01-21 02:02:10.928977205,2022-01-21 02:03:06.560439585,0.93,0.93,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D3a8864d597fb-2,B3a8864d597fb,1,2022-01-21,2022-01-21 02:03:06.560439586,2022-01-21 02:03:58.317844741,0.86,0.86,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D3a8864d597fb-3,B3a8864d597fb,1,2022-01-21,2022-01-21 02:03:58.317844742,2022-01-21 02:05:09.175567261,1.18,1.18,06,Micro-stop (never logged),06,Micro-stop (never logged),False
Da81b50db2a12-0,Ba81b50db2a12,1,2022-01-21,2022-01-21 03:04:18.823529411,2022-01-21 03:09:15.725511727,4.95,5.0,01,Changeover / SMED,01,Changeover / SMED,True
D35666c448135-0,B35666c448135,1,2022-01-21,2022-01-21 03:23:08.235294117,2022-01-21 03:24:41.543339382,1.56,1.56,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D35666c448135-1,B35666c448135,1,2022-01-21,2022-01-21 03:24:41.543339382,2022-01-21 03:33:48.235294116,9.11,10.0,99,Other,01,Changeover / SMED,True
D554d75741573-0,B554d75741573,2,2022-01-21,2022-01-21 02:06:51.766612209,2022-01-21 02:07:54.266612209,1.04,1.04,01,Changeover / SMED,01,Changeover / SMED,False
Dd8dba1ddda42-0,Bd8dba1ddda42,2,2022-01-21,2022-01-21 02:08:05.296023973,2022-01-21 02:09:28.629357306,1.39,1.39,01,Changeover / SMED,01,Changeover / SMED,False
Dd4ba9663a8d2-0,Bd4ba9663a8d2,1,2022-01-21,2022-01-21 03:35:41.176470588,2022-01-21 03:36:36.089267239,0.92,0.92,06,Micro-stop (never logged),06,Micro-stop (never logged),False
Dd4ba9663a8d2-1,Bd4ba9663a8d2,1,2022-01-21,2022-01-21 03:36:36.089267239,2022-01-21 03:47:29.652103668,10.89,10.0,99,Other,01,Changeover / SMED,True
D2788e5279f7d-0,B2788e5279f7d,1,2022-01-21,2022-01-21 03:53:34.157387092,2022-01-21 03:59:12.768671926,5.64,5.0,99,Other,01,Changeover / SMED,True
Dcd5857d1b6f2-0,Bcd5857d1b6f2,1,2022-01-21,2022-01-21 04:06:54.191956487,2022-01-21 04:15:30.823589386,8.61,10.0,01,Changeover / SMED,01,Changeover / SMED,True
Da716dbdffe40-0,Ba716dbdffe40,1,2022-01-21,2022-01-21 04:44:33.015485899,2022-01-21 04:55:00.048755180,10.45,10.0,99,Other,01,Changeover / SMED,True
Dc2210597ffc3-0,Bc2210597ffc3,1,2022-01-21,2022-01-21 05:00:26.776300570,2022-01-21 05:06:26.851768435,6.0,5.0,01,Changeover / SMED,01,Changeover / SMED,True
D5a335e7ae76b-0,B5a335e7ae76b,2,2022-01-21,2022-01-21 02:09:43.335239660,2022-01-21 02:12:03.335239660,2.33,2.33,01,Changeover / SMED,01,Changeover / SMED,False
Dde15cd5954e3-0,Bde15cd5954e3,3,2022-01-21,2022-01-21 02:00:00.000000000,2022-01-21 02:01:28.980411841,1.48,1.48,06,Micro-stop (never logged),06,Micro-stop (never logged),False
Dde15cd5954e3-1,Bde15cd5954e3,3,2022-01-21,2022-01-21 02:01:28.980411841,2022-01-21 02:02:57.816964375,1.48,1.48,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D0c6b066f36c3-0,B0c6b066f36c3,1,2022-01-21,2022-01-21 05:19:12.329027355,2022-01-21 05:28:00.741412340,8.81,10.0,99,Other,01,Changeover / SMED,True
D7879d4051e7c-0,B7879d4051e7c,1,2022-01-21,2022-01-21 05:43:15.359391119,2022-01-21 05:58:07.140243373,14.86,14.86,01,Changeover / SMED,01,Changeover / SMED,True
D7879d4051e7c-1,B7879d4051e7c,1,2022-01-21,2022-01-21 05:58:07.140243373,2022-01-21 05:58:51.577025512,0.74,0.74,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D70aa810789c2-0,B70aa810789c2,1,2022-01-22,2022-01-22 02:00:00.000000000,2022-01-22 02:00:53.371697573,0.89,0.89,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D70aa810789c2-1,B70aa810789c2,1,2022-01-22,2022-01-22 02:00:53.371697573,2022-01-22 02:01:29.913185321,0.61,0.61,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D70aa810789c2-2,B70aa810789c2,1,2022-01-22,2022-01-22 02:01:29.913185322,2022-01-22 02:02:14.775995183,0.75,0.75,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D70aa810789c2-3,B70aa810789c2,1,2022-01-22,2022-01-22 02:02:14.775995183,2022-01-22 02:02:43.284930147,0.48,0.48,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D70aa810789c2-4,B70aa810789c2,1,2022-01-22,2022-01-22 02:02:43.284930148,2022-01-22 02:03:16.081217674,0.55,0.55,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D70aa810789c2-5,B70aa810789c2,1,2022-01-22,2022-01-22 02:03:16.081217675,2022-01-22 02:04:37.174143668,1.35,1.35,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D8af453673c99-0,B8af453673c99,2,2022-01-22,2022-01-22 02:00:00.000000000,2022-01-22 02:01:03.129246745,1.05,1.05,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D8823d64d7351-0,B8823d64d7351,1,2022-01-22,2022-01-22 05:28:37.647058823,2022-01-22 05:35:32.336489045,6.91,5.0,99,Other,01,Changeover / SMED,True
D8823d64d7351-1,B8823d64d7351,1,2022-01-22,2022-01-22 05:35:32.336489045,2022-01-22 05:36:19.884007748,0.79,0.79,06,Micro-stop (never logged),06,Micro-stop (never logged),False
Dcf81cbcb6ff9-0,Bcf81cbcb6ff9,1,2022-01-22,2022-01-22 06:31:22.352941176,2022-01-22 06:42:56.224771482,11.56,10.0,01,Changeover / SMED,01,Changeover / SMED,True
Dcf81cbcb6ff9-1,Bcf81cbcb6ff9,1,2022-01-22,2022-01-22 06:42:56.224771482,2022-01-22 06:43:19.406373607,0.39,0.39,06,Micro-stop (never logged),06,Micro-stop (never logged),False
Dcf81cbcb6ff9-2,Bcf81cbcb6ff9,1,2022-01-22,2022-01-22 06:43:19.406373607,2022-01-22 06:45:22.623817821,2.05,2.05,06,Micro-stop (never logged),06,Micro-stop (never logged),False
Ddef4e0174915-0,Bdef4e0174915,2,2022-01-22,2022-01-22 02:15:31.372549019,2022-01-22 02:22:03.975410501,6.54,5.0,99,Other,01,Changeover / SMED,True
D40ceb5a70f39-0,B40ceb5a70f39,2,2022-01-22,2022-01-22 02:26:57.650236035,2022-01-22 02:31:26.318519686,4.48,4.48,99,Other,01,Changeover / SMED,True
D2c58f9a4a3a5-0,B2c58f9a4a3a5,1,2022-01-22,2022-01-22 07:13:43.529411764,2022-01-22 07:20:43.683954087,7.0,7.0,99,Other,01,Changeover / SMED,True
D2c58f9a4a3a5-1,B2c58f9a4a3a5,1,2022-01-22,2022-01-22 07:20:43.683954087,2022-01-22 07:21:31.728859126,0.8,0.8,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D6b888d6f7a11-0,B6b888d6f7a11,1,2022-01-22,2022-01-22 07:34:38.431372549,2022-01-22 07:35:25.242330364,0.78,0.78,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D6b888d6f7a11-1,B6b888d6f7a11,1,2022-01-22,2022-01-22 07:35:25.242330364,2022-01-22 07:46:02.871592053,10.63,10.63,01,Changeover / SMED,01,Changeover / SMED,True
D41452bf84c0f-0,B41452bf84c0f,1,2022-01-22,2022-01-22 07:48:03.655160201,2022-01-22 07:55:39.549161606,7.6,10.0,01,Changeover / SMED,01,Changeover / SMED,True
Df940b4e60eef-0,Bf940b4e60eef,1,2022-01-22,2022-01-22 08:00:26.955950662,2022-01-22 08:10:54.093897981,10.45,10.45,99,Other,01,Changeover / SMED,True
Df940b4e60eef-1,Bf940b4e60eef,1,2022-01-22,2022-01-22 08:10:54.093897981,2022-01-22 08:12:18.364319390,1.4,1.4,06,Micro-stop (never logged),06,Micro-stop (never logged),False
Df940b4e60eef-2,Bf940b4e60eef,1,2022-01-22,2022-01-22 08:12:18.364319390,2022-01-22 08:13:28.741099631,1.17,1.17,06,Micro-stop (never logged),06,Micro-stop (never logged),False
Df940b4e60eef-3,Bf940b4e60eef,1,2022-01-22,2022-01-22 08:13:28.741099632,2022-01-22 08:15:05.001237477,1.6,1.6,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D3b6cc8d50389-0,B3b6cc8d50389,2,2022-01-22,2022-01-22 02:32:13.730569742,2022-01-22 02:35:53.730909248,3.67,3.67,99,Other,01,Changeover / SMED,True
Daa41d4e23d38-0,Baa41d4e23d38,1,2022-01-22,2022-01-22 09:24:37.562223836,2022-01-22 09:25:29.907423590,0.87,0.87,06,Micro-stop (never logged),06,Micro-stop (never logged),False
Daa41d4e23d38-1,Baa41d4e23d38,1,2022-01-22,2022-01-22 09:25:29.907423590,2022-01-22 09:38:33.428525004,13.06,15.0,99,Other,01,Changeover / SMED,True
Df866277045b0-0,Bf866277045b0,2,2022-01-22,2022-01-22 02:36:32.554498574,2022-01-22 02:37:26.721165240,0.9,0.9,01,Changeover / SMED,01,Changeover / SMED,False
D54ae6e98623f-0,B54ae6e98623f,1,2022-01-22,2022-01-22 09:50:27.423547676,2022-01-22 09:55:10.133429644,4.71,5.0,99,Other,01,Changeover / SMED,True
D54ae6e98623f-1,B54ae6e98623f,1,2022-01-22,2022-01-22 09:55:10.133429644,2022-01-22 09:55:40.929477078,0.51,0.51,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D232551673922-0,B232551673922,1,2022-01-22,2022-01-22 10:38:33.484275204,2022-01-22 10:45:55.146509372,7.36,5.0,99,Other,01,Changeover / SMED,True
D232551673922-1,B232551673922,1,2022-01-22,2022-01-22 10:45:55.146509372,2022-01-22 10:47:18.885473126,1.4,1.4,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D232551673922-2,B232551673922,1,2022-01-22,2022-01-22 10:47:18.885473126,2022-01-22 10:48:22.321381339,1.06,1.06,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D955d631c9a93-0,B955d631c9a93,1,2022-01-22,2022-01-22 11:00:24.905395376,2022-01-22 11:11:53.250871179,11.47,10.0,99,Other,01,Changeover / SMED,True
D955d631c9a93-1,B955d631c9a93,1,2022-01-22,2022-01-22 11:11:53.250871179,2022-01-22 11:14:02.165579359,2.15,2.15,06,Micro-stop (never logged),06,Micro-stop (never logged),False
Ddb3885114706-0,Bdb3885114706,1,2022-01-22,2022-01-22 11:42:14.709316944,2022-01-22 11:49:25.339928801,7.18,7.18,99,Other,01,Changeover / SMED,True
Ddb3885114706-1,Bdb3885114706,1,2022-01-22,2022-01-22 11:49:25.339928801,2022-01-22 11:50:51.365685902,1.43,1.43,06,Micro-stop (never logged),06,Micro-stop (never logged),False
Ddb3885114706-2,Bdb3885114706,1,2022-01-22,2022-01-22 11:50:51.365685902,2022-01-22 11:51:54.954062923,1.06,1.06,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D61723d5ab6a1-0,B61723d5ab6a1,1,2022-01-22,2022-01-22 12:02:06.910335283,2022-01-22 12:12:46.644629034,10.66,10.66,01,Changeover / SMED,01,Changeover / SMED,True
D61723d5ab6a1-1,B61723d5ab6a1,1,2022-01-22,2022-01-22 12:12:46.644629034,2022-01-22 12:13:44.336686128,0.96,0.96,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D91a478de188c-0,B91a478de188c,2,2022-01-22,2022-01-22 02:37:36.279988770,2022-01-22 02:39:26.280158523,1.83,1.83,01,Changeover / SMED,01,Changeover / SMED,False
D5a3e7d70b11b-0,B5a3e7d70b11b,1,2022-01-22,2022-01-22 12:16:55.837634611,2022-01-22 12:18:04.904941146,1.15,1.15,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D5a3e7d70b11b-1,B5a3e7d70b11b,1,2022-01-22,2022-01-22 12:18:04.904941146,2022-01-22 12:30:52.580390926,12.79,15.0,01,Changeover / SMED,01,Changeover / SMED,True
D29bd679896c6-0,B29bd679896c6,2,2022-01-22,2022-01-22 02:39:45.691953186,2022-01-22 02:41:23.469881855,1.63,1.63,01,Changeover / SMED,01,Changeover / SMED,False
D8ffdcb677b27-0,B8ffdcb677b27,1,2022-01-22,2022-01-22 12:50:23.680771865,2022-01-22 13:04:49.665905020,14.43,15.0,01,Changeover / SMED,01,Changeover / SMED,True
D8ffdcb677b27-1,B8ffdcb677b27,1,2022-01-22,2022-01-22 13:04:49.665905020,2022-01-22 13:05:54.476174719,1.08,1.08,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D3da45def3750-0,B3da45def3750,1,2022-01-22,2022-01-22 13:23:51.523909120,2022-01-22 13:25:38.668177240,1.79,1.79,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D3da45def3750-1,B3da45def3750,1,2022-01-22,2022-01-22 13:25:38.668177240,2022-01-22 13:30:29.964736038,4.85,5.0,01,Changeover / SMED,01,Changeover / SMED,True
Da5c5cafb9ded-0,Ba5c5cafb9ded,1,2022-01-24,2022-01-24 02:00:00.000000000,2022-01-24 02:01:52.793086323,1.88,1.88,06,Micro-stop (never logged),06,Micro-stop (never logged),False
Da5c5cafb9ded-1,Ba5c5cafb9ded,1,2022-01-24,2022-01-24 02:01:52.793086323,2022-01-24 02:02:44.003402066,0.85,0.85,06,Micro-stop (never logged),06,Micro-stop (never logged),False
Da5c5cafb9ded-2,Ba5c5cafb9ded,1,2022-01-24,2022-01-24 02:02:44.003402067,2022-01-24 02:04:02.035407299,1.3,1.3,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D5b1f6704b784-0,B5b1f6704b784,1,2022-01-24,2022-01-24 03:07:27.058823529,2022-01-24 03:08:35.379377099,1.14,1.14,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D5b1f6704b784-1,B5b1f6704b784,1,2022-01-24,2022-01-24 03:08:35.379377099,2022-01-24 03:18:46.774152128,10.19,10.0,01,Changeover / SMED,01,Changeover / SMED,True
D5b1f6704b784-2,B5b1f6704b784,1,2022-01-24,2022-01-24 03:18:46.774152129,2022-01-24 03:20:07.058823528,1.34,1.34,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D426889bfb0ab-0,B426889bfb0ab,1,2022-01-24,2022-01-24 03:22:21.176470588,2022-01-24 03:24:04.526033023,1.72,1.72,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D426889bfb0ab-1,B426889bfb0ab,1,2022-01-24,2022-01-24 03:24:04.526033023,2022-01-24 03:26:04.533481478,2.0,2.0,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D426889bfb0ab-2,B426889bfb0ab,1,2022-01-24,2022-01-24 03:26:04.533481478,2022-01-24 03:29:41.688219832,3.62,3.62,99,Other,01,Changeover / SMED,True
D4a896b93fb76-0,B4a896b93fb76,1,2022-01-24,2022-01-24 03:36:28.235294117,2022-01-24 03:42:14.776730618,5.78,5.0,99,Other,01,Changeover / SMED,True
D859939cbde88-0,B859939cbde88,2,2022-01-24,2022-01-24 02:01:28.235294117,2022-01-24 02:02:49.902338871,1.36,1.36,01,Changeover / SMED,01,Changeover / SMED,False
Dd60b2b7d29f8-0,Bd60b2b7d29f8,1,2022-01-24,2022-01-24 04:08:32.275779136,2022-01-24 04:16:06.623855126,7.57,10.0,99,Other,01,Changeover / SMED,True
Df4a281a63258-0,Bf4a281a63258,1,2022-01-24,2022-01-24 04:24:37.035259238,2022-01-24 04:32:07.584451289,7.51,10.0,01,Changeover / SMED,01,Changeover / SMED,True
Da46137a7a46a-0,Ba46137a7a46a,3,2022-01-24,2022-01-24 02:00:00.000000000,2022-01-24 02:00:18.000000000,0.3,0.3,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D04ede4db13a0-0,B04ede4db13a0,1,2022-01-25,2022-01-25 02:00:00.000000000,2022-01-25 02:01:54.683433917,1.91,1.91,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D04ede4db13a0-1,B04ede4db13a0,1,2022-01-25,2022-01-25 02:01:54.683433917,2022-01-25 02:03:39.457971252,1.75,1.75,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D04ede4db13a0-2,B04ede4db13a0,1,2022-01-25,2022-01-25 02:03:39.457971253,2022-01-25 02:04:34.084770676,0.91,0.91,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D51dfc6f56771-0,B51dfc6f56771,1,2022-01-25,2022-01-25 03:03:31.764705882,2022-01-25 03:04:51.708637543,1.33,1.33,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D51dfc6f56771-1,B51dfc6f56771,1,2022-01-25,2022-01-25 03:04:51.708637543,2022-01-25 03:06:53.324580936,2.03,2.03,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D51dfc6f56771-2,B51dfc6f56771,1,2022-01-25,2022-01-25 03:06:53.324580936,2022-01-25 03:17:31.525599182,10.64,10.64,01,Changeover / SMED,01,Changeover / SMED,True
D931c1e59a94a-0,B931c1e59a94a,2,2022-01-25,2022-01-25 02:05:15.687736027,2022-01-25 02:06:47.354402693,1.53,1.53,01,Changeover / SMED,01,Changeover / SMED,False
Dd217d715b672-0,Bd217d715b672,1,2022-01-25,2022-01-25 03:22:21.176470588,2022-01-25 03:36:15.710593083,13.91,15.0,01,Changeover / SMED,01,Changeover / SMED,True
Dd217d715b672-1,Bd217d715b672,1,2022-01-25,2022-01-25 03:36:15.710593083,2022-01-25 03:37:34.107398250,1.31,1.31,06,Micro-stop (never logged),06,Micro-stop (never logged),False
Dd217d715b672-2,Bd217d715b672,1,2022-01-25,2022-01-25 03:37:34.107398250,2022-01-25 03:39:15.303292978,1.69,1.69,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D8e18798ea24b-0,B8e18798ea24b,1,2022-01-25,2022-01-25 04:04:10.980392156,2022-01-25 04:05:06.718704959,0.93,0.93,06,Micro-stop (never logged),06,Micro-stop (never logged),False
D8e18798ea24b-1,B8e18798ea24b,1,2022-01-25,2022-01-25 04:05:06.718704959,2022-01-25 04:17:06.018738378,11.99,10.0,01,Changeover / SMED,01,Changeover / SMED,True
Dd365afe1498d-0,Bd365afe1498d,1,2022-01-25,2022-01-25 04:36:15.020877175,2022-01-25 04:39:15.020877175,3.0,3.0,99,Other,01,Changeover / SMED,True
Dd365afe1498d-1,Bd365afe1498d,1,2022-01-25,2022-01-25 04:39:15.020877175,2022-01-25 04:40:15.221203794,1.0,1.0,06,Micro-stop (never logged),06,Micro-stop (never logged),False
