batch_id,production_date,product_id,machine_id,planned_units,loads_used,scheduled_start_ts,scheduled_end_ts,planned_production_minutes,actual_start_ts,actual_end_ts,run_time_minutes,good_units,scrap_units
B7bb00df961b4,2021-11-03,8,2,28,0.1296,2021-11-03 02:09:53.138525786,2021-11-03 02:13:14.446025988,3.36,2021-11-03 02:09:53.138525786,2021-11-03 02:13:14.446025988,0.5,4,0
Bef28a9f9a510,2021-11-03,22,1,28,0.6222,2021-11-03 06:52:26.666666666,2021-11-03 07:20:15.748092339,27.82,2021-11-03 06:52:26.666666666,2021-11-03 07:20:15.748092339,16.7,17,1
B43ad91e94dcf,2021-11-03,27,2,22,0.1019,2021-11-03 02:13:14.446025988,2021-11-03 02:15:52.616204718,2.64,2021-11-03 02:13:14.446025988,2021-11-03 02:15:52.616204718,0.4,3,0
B5a4cc38b2191,2021-11-03,13,1,20,0.7407,2021-11-03 07:20:15.748092340,2021-11-03 08:00:20.798698613,40.08,2021-11-03 07:20:15.748092340,2021-11-03 08:00:20.798698613,24.79,12,1
B0fd767c6d8d9,2021-11-03,14,1,20,0.7407,2021-11-03 08:00:20.798698613,2021-11-03 08:42:10.602620181,41.83,2021-11-03 08:00:20.798698613,2021-11-03 08:42:10.602620181,32.12,13,1
Bf761f684d88a,2021-11-03,7,1,18,0.6667,2021-11-03 08:42:10.602620182,2021-11-03 09:18:15.148165827,36.08,2021-11-03 08:42:10.602620182,2021-11-03 09:18:15.148165827,25.75,11,1
B4edb9995960b,2021-11-03,23,2,18,0.0833,2021-11-03 02:15:52.616204719,2021-11-03 02:18:25.557853231,2.55,2021-11-03 02:15:52.616204719,2021-11-03 02:18:25.557853231,0.38,2,0
B4a295cbffae9,2021-11-03,16,1,12,0.4444,2021-11-03 09:18:15.148165828,2021-11-03 09:43:21.030518769,25.1,2021-11-03 09:18:15.148165828,2021-11-03 09:43:21.030518769,8.21,3,0
Bcec7af89d49d,2021-11-03,20,3,6,0.0,2021-11-03 02:00:00.000000000,2021-11-03 02:07:03.529411764,7.06,2021-11-03 02:00:00.000000000,2021-11-03 02:07:03.529411764,6.13,5,0
B6103e2e2d759,2021-11-04,1,1,332,3.6889,2021-11-04 02:00:00.000000000,2021-11-04 04:10:11.764705882,130.2,2021-11-04 02:00:00.000000000,2021-11-04 04:10:11.764705882,125.73,316,13
B03a8321a8794,2021-11-04,4,1,100,1.1111,2021-11-04 04:10:11.764705882,2021-11-04 04:49:24.705882352,39.22,2021-11-04 04:10:11.764705882,2021-11-04 04:49:24.705882352,19.25,43,3
B9ee931dcec6b,2021-11-04,2,2,50,0.1736,2021-11-04 02:00:00.000000000,2021-11-04 02:04:05.098039215,4.08,2021-11-04 02:00:00.000000000,2021-11-04 02:04:05.098039215,4.08,53,1
B4299f906e0d2,2021-11-04,5,1,50,0.5556,2021-11-04 04:49:24.705882352,2021-11-04 05:09:01.176470587,19.61,2021-11-04 04:49:24.705882352,2021-11-04 05:09:01.176470587,6.75,16,1
Bdb175d685be3,2021-11-04,12,2,44,0.1222,2021-11-04 02:04:05.098039215,2021-11-04 02:08:32.550629275,4.46,2021-11-04 02:04:05.098039215,2021-11-04 02:08:32.550629275,0.67,7,0
B869d3831afc0,2021-11-04,3,2,40,0.1852,2021-11-04 02:08:32.550629276,2021-11-04 02:13:07.061704082,4.58,2021-11-04 02:08:32.550629276,2021-11-04 02:13:07.061704082,0.69,5,1
Ba33df7260945,2021-11-04,22,1,22,0.4889,2021-11-04 05:09:01.176470588,2021-11-04 05:30:52.597590760,21.86,2021-11-04 05:09:01.176470588,2021-11-04 05:30:52.597590760,9.74,10,0
B836524c782b6,2021-11-04,24,2,20,0.0926,2021-11-04 02:13:07.061704082,2021-11-04 02:15:30.852775655,2.4,2021-11-04 02:13:07.061704082,2021-11-04 02:15:30.852775655,0.36,2,0
Bafb8d887660f,2021-11-04,25,1,18,0.4,2021-11-04 05:30:52.597590760,2021-11-04 05:48:45.578507264,17.88,2021-11-04 05:30:52.597590760,2021-11-04 05:48:45.578507264,14.35,13,1
B0feb075edcbc,2021-11-04,7,1,14,0.5185,2021-11-04 05:48:45.578507264,2021-11-04 06:16:49.113931655,28.06,2021-11-04 05:48:45.578507264,2021-11-04 06:16:49.113931655,17.88,9,0
Bbc92255389b3,2021-11-04,27,2,12,0.0556,2021-11-04 02:15:30.852775655,2021-11-04 02:16:57.127418598,1.44,2021-11-04 02:15:30.852775655,2021-11-04 02:16:57.127418598,0.22,1,0
B979ad892e7b4,2021-11-04,26,2,8,0.0556,2021-11-04 02:16:57.127418599,2021-11-04 02:18:31.245065657,1.57,2021-11-04 02:16:57.127418599,2021-11-04 02:18:31.245065657,0.24,1,0
B9610316803f5,2021-11-04,20,3,4,0.0,2021-11-04 02:00:00.000000000,2021-11-04 02:04:42.352941176,4.71,2021-11-04 02:00:00.000000000,2021-11-04 02:04:42.352941176,4.71,4,0
B1d47a72680ea,2021-11-05,1,1,328,3.6444,2021-11-05 02:00:00.000000000,2021-11-05 04:08:37.647058823,128.63,2021-11-05 02:00:00.000000000,2021-11-05 04:08:37.647058823,127.22,324,13
B361a3cb2d6ae,2021-11-05,5,1,66,0.7333,2021-11-05 04:08:37.647058823,2021-11-05 04:34:30.588235293,25.88,2021-11-05 04:08:37.647058823,2021-11-05 04:34:30.588235293,20.34,53,3
Be4a7a371ca0b,2021-11-05,2,2,66,0.2292,2021-11-05 02:00:00.000000000,2021-11-05 02:05:23.529411764,5.39,2021-11-05 02:00:00.000000000,2021-11-05 02:05:23.529411764,5.39,61,3
B67279eed5107,2021-11-05,6,1,52,0.5778,2021-11-05 04:34:30.588235294,2021-11-05 04:56:15.686274509,21.75,2021-11-05 04:34:30.588235294,2021-11-05 04:56:15.686274509,13.08,29,3
B97ad5dbfbaaa,2021-11-05,3,2,46,0.213,2021-11-05 02:05:23.529411764,2021-11-05 02:10:39.217147791,5.26,2021-11-05 02:05:23.529411764,2021-11-05 02:10:39.217147791,0.79,7,0
B78fd1fc8522e,2021-11-05,4,1,46,0.5111,2021-11-05 04:56:15.686274509,2021-11-05 05:14:18.039215685,18.04,2021-11-05 04:56:15.686274509,2021-11-05 05:14:18.039215685,5.88,15,1
Bf0724b2be8a4,2021-11-05,22,1,28,0.6222,2021-11-05 05:14:18.039215686,2021-11-05 05:42:07.120641359,27.82,2021-11-05 05:14:18.039215686,2021-11-05 05:42:07.120641359,22.98,20,2
Bfd4ad40ddeda,2021-11-05,8,2,28,0.1296,2021-11-05 02:10:39.217147791,2021-11-05 02:14:00.524647993,3.36,2021-11-05 02:10:39.217147791,2021-11-05 02:14:00.524647993,0.5,4,0
Bafcc74045035,2021-11-05,19,1,22,0.4889,2021-11-05 05:42:07.120641359,2021-11-05 06:03:58.541761531,21.86,2021-11-05 05:42:07.120641359,2021-11-05 06:03:58.541761531,16.52,17,1
B903dae33c7f5,2021-11-05,13,1,20,0.7407,2021-11-05 06:03:58.541761532,2021-11-05 06:44:03.592367805,40.08,2021-11-05 06:03:58.541761532,2021-11-05 06:44:03.592367805,27.11,13,1
B764b8852d9e7,2021-11-05,21,2,20,0.0926,2021-11-05 02:14:00.524647994,2021-11-05 02:16:24.315719567,2.4,2021-11-05 02:14:00.524647994,2021-11-05 02:16:24.315719567,0.36,2,0
B4c38c74f756b,2021-11-05,9,1,20,0.5556,2021-11-05 06:44:03.592367805,2021-11-05 07:10:51.524834641,26.8,2021-11-05 06:44:03.592367805,2021-11-05 07:10:51.524834641,21.61,15,1
Bb2bdf03fb72a,2021-11-05,16,1,20,0.7407,2021-11-05 07:10:51.524834641,2021-11-05 07:52:41.328756209,41.83,2021-11-05 07:10:51.524834641,2021-11-05 07:52:41.328756209,32.64,15,1
Bd3c6588c9af0,2021-11-05,14,1,14,0.5185,2021-11-05 07:52:41.328756210,2021-11-05 08:21:58.191501308,29.28,2021-11-05 07:52:41.328756210,2021-11-05 08:21:58.191501308,17.58,8,0
B777154ddd03d,2021-11-05,27,2,14,0.0648,2021-11-05 02:16:24.315719567,2021-11-05 02:18:04.969469668,1.68,2021-11-05 02:16:24.315719567,2021-11-05 02:18:04.969469668,0.25,2,0
B28ade3bfd595,2021-11-05,20,3,14,0.0,2021-11-05 02:00:00.000000000,2021-11-05 02:16:28.235294117,16.47,2021-11-05 02:00:00.000000000,2021-11-05 02:16:28.235294117,14.27,12,0
Ba6901df30d17,2021-11-05,10,1,14,0.5185,2021-11-05 08:21:58.191501308,2021-11-05 08:51:15.054246406,29.28,2021-11-05 08:21:58.191501308,2021-11-05 08:51:15.054246406,18.37,7,1
B3a8ce934f7c5,2021-11-05,7,1,12,0.4444,2021-11-05 08:51:15.054246406,2021-11-05 09:15:18.084610169,24.05,2021-11-05 08:51:15.054246406,2021-11-05 09:15:18.084610169,11.36,6,0
B276ef13cdf3c,2021-11-05,26,2,8,0.0556,2021-11-05 02:18:04.969469668,2021-11-05 02:19:39.087116726,1.57,2021-11-05 02:18:04.969469668,2021-11-05 02:19:39.087116726,0.24,1,0
B975d412f995f,2021-11-06,1,1,750,8.3333,2021-11-06 02:00:00.000000000,2021-11-06 06:54:07.058823529,294.12,2021-11-06 02:00:00.000000000,2021-11-06 06:54:07.058823529,285.94,765,44
Bbec67e05443c,2021-11-06,2,2,212,0.7361,2021-11-06 02:00:00.000000000,2021-11-06 02:17:19.215686274,17.32,2021-11-06 02:00:00.000000000,2021-11-06 02:17:19.215686274,17.32,203,7
B2a2d3b96ee00,2021-11-06,3,2,206,0.9537,2021-11-06 02:17:19.215686274,2021-11-06 02:40:52.947721525,23.56,2021-11-06 02:17:19.215686274,2021-11-06 02:40:52.947721525,19.54,166,14
B1d8415ceca72,2021-11-06,4,1,156,1.7333,2021-11-06 06:54:07.058823529,2021-11-06 07:55:17.647058823,61.18,2021-11-06 06:54:07.058823529,2021-11-06 07:55:17.647058823,48.83,124,5
Bff17bb420f3b,2021-11-06,5,1,116,1.2889,2021-11-06 07:55:17.647058823,2021-11-06 08:40:47.058823528,45.49,2021-11-06 07:55:17.647058823,2021-11-06 08:40:47.058823528,36.48,88,6
B7467d10a72db,2021-11-06,12,2,60,0.1667,2021-11-06 02:40:52.947721526,2021-11-06 02:46:57.655798881,6.08,2021-11-06 02:40:52.947721526,2021-11-06 02:46:57.655798881,0.91,9,0
B4c9782b2c3dc,2021-11-06,15,1,54,0.4615,2021-11-06 08:40:47.058823529,2021-11-06 08:55:59.291611822,15.2,2021-11-06 08:40:47.058823529,2021-11-06 08:55:59.291611822,5.76,19,1
Bb355f6eae4a2,2021-11-06,17,1,48,0.4444,2021-11-06 08:55:59.291611822,2021-11-06 09:10:37.717561988,14.64,2021-11-06 08:55:59.291611822,2021-11-06 09:10:37.717561988,2.2,6,0
B9a593a107410,2021-11-06,6,1,48,0.5333,2021-11-06 09:10:37.717561989,2021-11-06 09:30:42.423444341,20.08,2021-11-06 09:10:37.717561989,2021-11-06 09:30:42.423444341,11.46,27,1
B03aa8eb319a1,2021-11-06,23,2,42,0.1944,2021-11-06 02:46:57.655798881,2021-11-06 02:52:54.519645410,5.95,2021-11-06 02:46:57.655798881,2021-11-06 02:52:54.519645410,0.89,6,0
B940d88c084f4,2021-11-06,8,2,42,0.1944,2021-11-06 02:52:54.519645411,2021-11-06 02:57:56.480895714,5.03,2021-11-06 02:52:54.519645411,2021-11-06 02:57:56.480895714,0.75,6,0
Be4e48ed13efa,2021-11-06,18,1,40,0.7407,2021-11-06 09:30:42.423444341,2021-11-06 10:00:20.278042996,29.63,2021-11-06 09:30:42.423444341,2021-11-06 10:00:20.278042996,17.63,24,1
B992d9adf335c,2021-11-06,25,1,34,0.7556,2021-11-06 10:00:20.278042997,2021-11-06 10:34:07.019774172,33.78,2021-11-06 10:00:20.278042997,2021-11-06 10:34:07.019774172,27.17,29,2
B0f80f0c48edd,2021-11-06,13,1,34,1.2593,2021-11-06 10:34:07.019774172,2021-11-06 11:42:15.605804836,68.14,2021-11-06 10:34:07.019774172,2021-11-06 11:42:15.605804836,58.6,26,2
B7c68e141cd07,2021-11-06,7,1,30,1.1111,2021-11-06 11:42:15.605804837,2021-11-06 12:42:23.181714246,60.13,2021-11-06 11:42:15.605804837,2021-11-06 12:42:23.181714246,57.13,26,2
Bfd43d683f410,2021-11-06,14,1,26,0.963,2021-11-06 12:42:23.181714246,2021-11-06 13:36:45.926812285,54.38,2021-11-06 12:42:23.181714246,2021-11-06 13:36:45.926812285,44.47,20,1
B3b7c6656996c,2021-11-06,22,1,22,0.4889,2021-11-06 13:36:45.926812286,2021-11-06 13:58:37.347932458,21.86,2021-11-06 13:36:45.926812286,2021-11-06 13:58:37.347932458,8.16,9,0
B3b38f9ce6f28,2021-11-06,10,1,22,0.8148,2021-11-06 13:58:37.347932458,2021-11-06 14:44:38.132246183,46.01,2021-11-06 13:58:37.347932458,2021-11-06 14:44:38.132246183,34.83,17,1
B6b8d610610e0,2021-11-06,16,1,20,0.7407,2021-11-06 14:44:38.132246183,2021-11-06 15:26:27.936167751,41.83,2021-11-06 14:44:38.132246183,2021-11-06 15:26:27.936167751,29.63,13,1
B3afec54a195a,2021-11-06,19,1,20,0.4444,2021-11-06 15:26:27.936167752,2021-11-06 15:46:20.137186090,19.87,2021-11-06 15:26:27.936167752,2021-11-06 15:46:20.137186090,15.41,14,1
B5f64249d14e5,2021-11-06,27,2,20,0.0926,2021-11-06 02:57:56.480895714,2021-11-06 03:00:20.271967287,2.4,2021-11-06 02:57:56.480895714,2021-11-06 03:00:20.271967287,0.36,2,0
B8c57eb079fc9,2021-11-06,9,1,18,0.5,2021-11-06 15:46:20.137186090,2021-11-06 16:10:27.276406242,24.12,2021-11-06 15:46:20.137186090,2021-11-06 16:10:27.276406242,16.4,11,1
B99af96e675fe,2021-11-06,24,2,14,0.0648,2021-11-06 03:00:20.271967287,2021-11-06 03:02:00.925717388,1.68,2021-11-06 03:00:20.271967287,2021-11-06 03:02:00.925717388,0.25,2,0
Bb420b5189626,2021-11-06,20,3,4,0.0,2021-11-06 02:00:00.000000000,2021-11-06 02:04:42.352941176,4.71,2021-11-06 02:00:00.000000000,2021-11-06 02:04:42.352941176,4.71,4,0
B88c3ba2df80b,2021-11-08,1,1,170,1.8889,2021-11-08 02:00:00.000000000,2021-11-08 03:06:40.000000000,66.67,2021-11-08 02:00:00.000000000,2021-11-08 03:06:40.000000000,65.05,163,5
Bc728c279d270,2021-11-08,5,1,124,1.3778,2021-11-08 03:06:40.000000000,2021-11-08 03:55:17.647058823,48.63,2021-11-08 03:06:40.000000000,2021-11-08 03:55:17.647058823,35.03,83,6
Bba40954efecb,2021-11-08,3,2,60,0.2778,2021-11-08 02:00:00.000000000,2021-11-08 02:06:51.766612209,6.86,2021-11-08 02:00:00.000000000,2021-11-08 02:06:51.766612209,6.86,59,3
B76b71900b789,2021-11-08,10,1,46,1.7037,2021-11-08 03:55:17.647058823,2021-11-08 05:31:30.196078430,96.21,2021-11-08 03:55:17.647058823,2021-11-08 05:31:30.196078430,78.99,37,2
B29accbeff733,2021-11-08,4,1,38,0.4222,2021-11-08 05:31:30.196078431,2021-11-08 05:46:24.313725489,14.9,2021-11-08 05:31:30.196078431,2021-11-08 05:46:24.313725489,3.31,8,1
B4ce1ae5901f5,2021-11-08,2,2,34,0.1181,2021-11-08 02:06:51.766612209,2021-11-08 02:09:38.433278875,2.78,2021-11-08 02:06:51.766612209,2021-11-08 02:09:38.433278875,0.42,4,0
Bdf5e23d7340f,2021-11-08,11,2,26,0.0602,2021-11-08 02:09:38.433278875,2021-11-08 02:10:42.158769071,1.06,2021-11-08 02:09:38.433278875,2021-11-08 02:10:42.158769071,0.16,3,0
Bbf7d4fa3588f,2021-11-08,20,3,26,0.0,2021-11-08 02:00:00.000000000,2021-11-08 02:30:35.294117647,30.59,2021-11-08 02:00:00.000000000,2021-11-08 02:30:35.294117647,30.59,26,1
B66e9233d6b18,2021-11-08,21,2,12,0.0556,2021-11-08 02:10:42.158769072,2021-11-08 02:12:08.433412015,1.44,2021-11-08 02:10:42.158769072,2021-11-08 02:12:08.433412015,0.22,1,0
Be2b206973be1,2021-11-08,7,1,10,0.3704,2021-11-08 05:46:24.313725490,2021-11-08 06:06:26.839028626,20.04,2021-11-08 05:46:24.313725490,2021-11-08 06:06:26.839028626,6.42,3,0
Bdfb9de52498a,2021-11-09,1,1,184,2.0444,2021-11-09 02:00:00.000000000,2021-11-09 03:12:09.411764705,72.16,2021-11-09 02:00:00.000000000,2021-11-09 03:12:09.411764705,70.0,180,2
Bd71860296d34,2021-11-09,5,1,86,0.9556,2021-11-09 03:12:09.411764705,2021-11-09 03:45:52.941176469,33.73,2021-11-09 03:12:09.411764705,2021-11-09 03:45:52.941176469,22.22,55,2
Be75ccd935c8f,2021-11-09,4,1,34,0.3778,2021-11-09 03:45:52.941176470,2021-11-09 03:59:12.941176469,13.33,2021-11-09 03:45:52.941176470,2021-11-09 03:59:12.941176469,9.06,22,1
Bd69b90502089,2021-11-09,2,2,28,0.0972,2021-11-09 02:00:00.000000000,2021-11-09 02:02:17.254901960,2.29,2021-11-09 02:00:00.000000000,2021-11-09 02:02:17.254901960,2.29,29,2
B9b2d2c684faf,2021-11-09,3,2,24,0.1111,2021-11-09 02:02:17.254901960,2021-11-09 02:05:01.961546843,2.75,2021-11-09 02:02:17.254901960,2021-11-09 02:05:01.961546843,0.41,3,0
Bb57dc5abdbbd,2021-11-09,8,2,22,0.1019,2021-11-09 02:05:01.961546844,2021-11-09 02:07:40.131725574,2.64,2021-11-09 02:05:01.961546844,2021-11-09 02:07:40.131725574,0.4,3,0
B0ce7e882cd3e,2021-11-09,20,3,22,0.0,2021-11-09 02:00:00.000000000,2021-11-09 02:25:52.941176470,25.88,2021-11-09 02:00:00.000000000,2021-11-09 02:25:52.941176470,25.88,21,1
B40c61a959439,2021-11-09,25,1,16,0.3556,2021-11-09 03:59:12.941176470,2021-11-09 04:15:06.701991140,15.9,2021-11-09 03:59:12.941176470,2021-11-09 04:15:06.701991140,4.93,4,0
Bfb3981c05520,2021-11-09,27,2,14,0.0648,2021-11-09 02:07:40.131725574,2021-11-09 02:09:20.785475675,1.68,2021-11-09 02:07:40.131725574,2021-11-09 02:09:20.785475675,0.25,2,0
Becb04f580135,2021-11-09,16,1,14,0.5185,2021-11-09 04:15:06.701991141,2021-11-09 04:44:23.564736239,29.28,2021-11-09 04:15:06.701991141,2021-11-09 04:44:23.564736239,15.69,7,0
B0c69cc820943,2021-11-09,7,1,12,0.4444,2021-11-09 04:44:23.564736239,2021-11-09 05:08:26.595100002,24.05,2021-11-09 04:44:23.564736239,2021-11-09 05:08:26.595100002,15.82,6,1
B7fcc0cd9eee6,2021-11-09,26,2,12,0.0833,2021-11-09 02:09:20.785475675,2021-11-09 02:11:41.961946263,2.35,2021-11-09 02:09:20.785475675,2021-11-09 02:11:41.961946263,0.35,1,0
B992482172d0e,2021-11-09,14,1,12,0.4444,2021-11-09 05:08:26.595100003,2021-11-09 05:33:32.477452944,25.1,2021-11-09 05:08:26.595100003,2021-11-09 05:33:32.477452944,16.61,7,0
B78292f3b11e6,2021-11-09,24,2,12,0.0556,2021-11-09 02:11:41.961946264,2021-11-09 02:13:08.236589207,1.44,2021-11-09 02:11:41.961946264,2021-11-09 02:13:08.236589207,0.22,1,0
Be271934df78c,2021-11-09,10,1,10,0.3704,2021-11-09 05:33:32.477452944,2021-11-09 05:54:27.379413728,20.92,2021-11-09 05:33:32.477452944,2021-11-09 05:54:27.379413728,10.94,5,0
B7a18ecb411e6,2021-11-10,1,1,194,2.1556,2021-11-10 02:00:00.000000000,2021-11-10 03:16:04.705882352,76.08,2021-11-10 02:00:00.000000000,2021-11-10 03:16:04.705882352,69.1,142,13
B27d19ee86120,2021-11-10,4,1,60,0.6667,2021-11-10 03:16:04.705882352,2021-11-10 03:39:36.470588234,23.53,2021-11-10 03:16:04.705882352,2021-11-10 03:39:36.470588234,18.43,51,2
B7375636e8bc3,2021-11-10,3,2,58,0.2685,2021-11-10 02:00:00.000000000,2021-11-10 02:06:38.041058468,6.63,2021-11-10 02:00:00.000000000,2021-11-10 02:06:38.041058468,3.0,27,1
B59cdc8223b0f,2021-11-10,6,1,46,0.5111,2021-11-10 03:39:36.470588235,2021-11-10 03:58:50.980392156,19.24,2021-11-10 03:39:36.470588235,2021-11-10 03:58:50.980392156,7.45,17,1
B074636aea24c,2021-11-10,5,1,34,0.3778,2021-11-10 03:58:50.980392156,2021-11-10 04:12:10.980392155,13.33,2021-11-10 03:58:50.980392156,2021-11-10 04:12:10.980392155,8.99,22,1
Be59c24f860aa,2021-11-10,2,2,32,0.1111,2021-11-10 02:06:38.041058468,2021-11-10 02:09:14.903803566,2.61,2021-11-10 02:06:38.041058468,2021-11-10 02:09:14.903803566,0.39,5,0
B68cdc7ea5c73,2021-11-10,9,1,22,0.6111,2021-11-10 04:12:10.980392156,2021-11-10 04:41:39.706105676,29.48,2021-11-10 04:12:10.980392156,2021-11-10 04:41:39.706105676,22.2,17,1
B499b682a6b5e,2021-11-10,8,2,18,0.0833,2021-11-10 02:09:14.903803566,2021-11-10 02:11:24.315767981,2.16,2021-11-10 02:09:14.903803566,2021-11-10 02:11:24.315767981,0.32,3,0
B3ead073cce00,2021-11-10,20,3,18,0.0,2021-11-10 02:00:00.000000000,2021-11-10 02:21:10.588235294,21.18,2021-11-10 02:00:00.000000000,2021-11-10 02:21:10.588235294,21.18,17,1
B279129e74460,2021-11-10,19,1,16,0.3556,2021-11-10 04:41:39.706105676,2021-11-10 04:57:33.466920346,15.9,2021-11-10 04:41:39.706105676,2021-11-10 04:57:33.466920346,9.82,8,1
B492c4ef491bf,2021-11-10,22,1,16,0.3556,2021-11-10 04:57:33.466920347,2021-11-10 05:13:27.227735017,15.9,2021-11-10 04:57:33.466920347,2021-11-10 05:13:27.227735017,7.37,7,0
B7a121fd8c512,2021-11-10,7,1,10,0.3704,2021-11-10 05:13:27.227735018,2021-11-10 05:33:29.753038154,20.04,2021-11-10 05:13:27.227735018,2021-11-10 05:33:29.753038154,7.7,3,0
B82f281c5da2c,2021-11-10,10,1,10,0.3704,2021-11-10 05:33:29.753038154,2021-11-10 05:54:24.654998938,20.92,2021-11-10 05:33:29.753038154,2021-11-10 05:54:24.654998938,10.01,5,0
B5034284b0517,2021-11-11,1,1,352,3.9111,2021-11-11 02:00:00.000000000,2021-11-11 04:18:02.352941176,138.04,2021-11-11 02:00:00.000000000,2021-11-11 04:18:02.352941176,104.32,264,13
Bc9353306cb84,2021-11-11,2,2,108,0.375,2021-11-11 02:00:00.000000000,2021-11-11 02:08:49.411764705,8.82,2021-11-11 02:00:00.000000000,2021-11-11 02:08:49.411764705,8.82,100,4
Bd8e9b06fcaac,2021-11-11,3,2,82,0.3796,2021-11-11 02:08:49.411764705,2021-11-11 02:18:12.159468057,9.38,2021-11-11 02:08:49.411764705,2021-11-11 02:18:12.159468057,1.41,11,1
B3aa4794d9578,2021-11-11,4,1,78,0.8667,2021-11-11 04:18:02.352941176,2021-11-11 04:48:37.647058823,30.59,2021-11-11 04:18:02.352941176,2021-11-11 04:48:37.647058823,20.82,53,3
B5b81c49cb910,2021-11-11,5,1,60,0.6667,2021-11-11 04:48:37.647058823,2021-11-11 05:12:09.411764705,23.53,2021-11-11 04:48:37.647058823,2021-11-11 05:12:09.411764705,17.2,40,1
B99b19620b7e3,2021-11-11,17,1,46,0.4259,2021-11-11 05:12:09.411764705,2021-11-11 05:26:11.236633614,14.03,2021-11-11 05:12:09.411764705,2021-11-11 05:26:11.236633614,2.1,7,0
B811ce7484ea8,2021-11-11,11,2,30,0.0694,2021-11-11 02:18:12.159468058,2021-11-11 02:19:25.688879822,1.23,2021-11-11 02:18:12.159468058,2021-11-11 02:19:25.688879822,0.18,5,0
B264abb142d34,2021-11-11,12,2,22,0.0611,2021-11-11 02:19:25.688879823,2021-11-11 02:21:39.415174853,2.23,2021-11-11 02:19:25.688879823,2021-11-11 02:21:39.415174853,0.33,3,0
B419938b24ec0,2021-11-11,14,1,20,0.7407,2021-11-11 05:26:11.236633615,2021-11-11 06:08:01.040555183,41.83,2021-11-11 05:26:11.236633615,2021-11-11 06:08:01.040555183,29.16,14,1
B3748629bbacd,2021-11-11,18,1,20,0.3704,2021-11-11 06:08:01.040555184,2021-11-11 06:22:49.967854511,14.82,2021-11-11 06:08:01.040555184,2021-11-11 06:22:49.967854511,7.53,9,1
Bc6522178f36b,2021-11-11,16,1,20,0.7407,2021-11-11 06:22:49.967854511,2021-11-11 07:04:39.771776079,41.83,2021-11-11 06:22:49.967854511,2021-11-11 07:04:39.771776079,24.1,12,0
B1df09dd2b708,2021-11-11,21,2,18,0.0833,2021-11-11 02:21:39.415174853,2021-11-11 02:23:48.827139268,2.16,2021-11-11 02:21:39.415174853,2021-11-11 02:23:48.827139268,0.32,2,0
B56bd085e6163,2021-11-11,7,1,16,0.5926,2021-11-11 07:04:39.771776080,2021-11-11 07:36:43.812261098,32.07,2021-11-11 07:04:39.771776080,2021-11-11 07:36:43.812261098,21.04,9,1
B518d865bad51,2021-11-11,10,1,16,0.5926,2021-11-11 07:36:43.812261099,2021-11-11 08:10:11.655398353,33.46,2021-11-11 07:36:43.812261099,2021-11-11 08:10:11.655398353,19.53,9,0
B235ae9d6f4c0,2021-11-11,9,1,14,0.3889,2021-11-11 08:10:11.655398353,2021-11-11 08:28:57.208125138,18.76,2021-11-11 08:10:11.655398353,2021-11-11 08:28:57.208125138,13.87,10,0
Bd5b7870c9f80,2021-11-11,20,3,12,0.0,2021-11-11 02:00:00.000000000,2021-11-11 02:14:07.058823529,14.12,2021-11-11 02:00:00.000000000,2021-11-11 02:14:07.058823529,14.12,13,0
B89ff527e5b98,2021-11-11,8,2,12,0.0556,2021-11-11 02:23:48.827139269,2021-11-11 02:25:15.101782212,1.44,2021-11-11 02:23:48.827139269,2021-11-11 02:25:15.101782212,0.22,2,0
Bcc3d0d9b295c,2021-11-11,26,2,10,0.0694,2021-11-11 02:25:15.101782213,2021-11-11 02:27:12.748841036,1.96,2021-11-11 02:25:15.101782213,2021-11-11 02:27:12.748841036,0.29,1,0
B592557dbbf0f,2021-11-12,1,1,214,2.3778,2021-11-12 02:00:00.000000000,2021-11-12 03:23:55.294117647,83.92,2021-11-12 02:00:00.000000000,2021-11-12 03:23:55.294117647,81.98,190,8
B240213ea7427,2021-11-12,4,1,56,0.6222,2021-11-12 03:23:55.294117647,2021-11-12 03:45:52.941176470,21.96,2021-11-12 03:23:55.294117647,2021-11-12 03:45:52.941176470,17.51,39,2
B1505dd044e1e,2021-11-12,3,2,38,0.1759,2021-11-12 02:00:00.000000000,2021-11-12 02:04:20.785521065,4.35,2021-11-12 02:00:00.000000000,2021-11-12 02:04:20.785521065,4.35,34,3
B570e111fc7e3,2021-11-12,6,1,38,0.4222,2021-11-12 03:45:52.941176470,2021-11-12 04:01:46.666666666,15.9,2021-11-12 03:45:52.941176470,2021-11-12 04:01:46.666666666,8.88,22,1
B91e169cc6efc,2021-11-12,5,1,32,0.3556,2021-11-12 04:01:46.666666666,2021-11-12 04:14:19.607843136,12.55,2021-11-12 04:01:46.666666666,2021-11-12 04:14:19.607843136,3.05,7,0
Ba9493fc66e6c,2021-11-12,2,2,28,0.0972,2021-11-12 02:04:20.785521065,2021-11-12 02:06:38.040423025,2.29,2021-11-12 02:04:20.785521065,2021-11-12 02:06:38.040423025,0.34,4,0
B4d4b5a3dca89,2021-11-12,22,1,20,0.4444,2021-11-12 04:14:19.607843137,2021-11-12 04:34:11.808861475,19.87,2021-11-12 04:14:19.607843137,2021-11-12 04:34:11.808861475,9.02,9,0
